track,album_name,artist,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity
Pursuit Of Happiness (nightmare),Man On the Moon: The End of Day,Kid Cudi,1/1/09,USUM70981907,"4,330",20.2,"789,300,127","189,360","25,658,184",64
What About Us,What About Us,P!nk,8/10/17,USRC11701586,"2,765",26.7,"788,403,596","79,260","39,889,584",70
Venom - Music From The Motion Picture,Kamikaze,Eminem,8/31/18,USUM71813345,"1,290",41.4,"788,282,679","139,716","24,601,490",68
Holy (feat. Chance The Rapper),Holy,Justin Bieber,9/18/20,USUM72017013,950,49.3,"787,546,548","110,389","44,478,175",63
WAIT FOR U (feat. Drake & Tems),WAIT FOR U (feat. Drake & Tems),Future,4/27/22,USSM12203789,120,141,"787,155,930","183,850","58,397,185",77
Armed And Dangerous,Goodbye & Good Riddance,Juice WRLD,5/23/18,USUG11802039,"3,283",24,"786,839,663","128,506","20,744,090",70
family ties,family ties - Single,Baby Keem,8/27/21,USSM12105949,945,49.5,"786,298,066","204,148","57,623,622",77
Renegades,Renegades,X Ambassadors,3/17/15,USUM71502643,"4,445",19.8,"785,571,181","131,703","26,404,041",70
Sin Pijama,Sin Pijama,Becky G,4/20/18,USSD11800157,542,65.9,"785,389,574","70,607","24,678,614",61
Those Eyes,Those Eyes,New West,5/10/19,TCAEE1990215,"3,613",22.6,"785,139,012","119,530","33,481,593",73
Mood Swings (feat. Lil Tjay),Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/20,USUM72013632,317,85.8,"785,016,247","210,669","32,702,397",70
Burn,Halcyon,Ellie Goulding,1/1/12,GBUM71303482,"2,306",29.8,"784,334,383","104,998","30,818,474",68
Amanece,Amanece,Anuel AA,12/14/18,USDXS1806044,"1,457",38.4,"784,096,553","80,071","22,684,253",77
I Don't Fuck With You,I Don't Fuck With You,Big Sean,9/19/14,USUM71414033,"1,475",38.2,"781,790,448","135,134","33,420,257",67
Volvï¿,Volvï¿½ï¿½ - Si,Aventura,8/3/21,QMFME2168127,"1,833",34,"780,755,736","107,320","35,444,438",72
Ella Quiere Beber - Remix,Ella Quiere Beber (Remix),Anuel AA,11/2/18,QM6P41842818,"2,299",29.9,"778,846,570","66,150","25,410,849",70
Walk It Talk It,Culture II,Migos,1/26/18,USUM71800983,"2,337",29.5,"778,459,270","150,813","29,317,904",67
A Tu Merced,YHLQMDLG,Bad Bunny,2/29/20,QM4TX2030959,"2,856",26.1,"778,269,101","94,041","20,880,365",70
The Sound Of Silence,The Sound of Silence (CYRIL Remix),Disturbed,1/1/15,USRE11500180,"2,022",32.1,"777,947,820","135,133","20,085,121",70
Karma,Midnights,Taylor Swift,10/21/22,USUG12205717,"1,297",41.3,"777,305,444","47,435","45,285,568",75
Karma,Midnights (3am Edition),Taylor Swift,10/21/22,USUG12205729,"2,510",28.3,"777,305,444","2,358","643,308",47
Calling My Phone,Calling My Phone,Lil Tjay,2/12/21,USSM12100388,263,95.7,"777,064,903","213,153","29,437,172",71
Whoopty,Whoopty,CJ,8/20/20,USA2P2031043,297,88.6,"775,664,145","213,464","28,998,615",61
Lose Control,Lose Control,Teddy Swims,6/23/23,USWB12302315,38,224.1,"775,135,157","88,239","180,617,454",87
Love Me,I Am Not A Human Being II (Japan Version),Lil Wayne,1/1/13,USCM51300136,"3,317",23.8,"773,746,724","52,272","8,515,549",27
Con Altura,Con Altura,ROSALï¿½,3/28/19,USSM11900950,566,63.9,"770,653,954","81,459","36,880,651",66
Devil Eyes,Providence,Hippie Sabotage,2/5/16,US7SR1600006,"2,121",31.2,"769,295,129","195,653","20,289,921",71
Look Back At It,Look Back At It,A Boogie Wit da Hoodie,12/7/18,USAT21812667,912,50.5,"769,061,748","136,145","21,910,460",73
Scream & Shout,Scream & Shout,will.i.am,11/20/12,USUM71215597,"2,821",26.3,"767,661,283","177,756","49,961,171",72
Goosebumps - Remix,Goosebumps (Remix),Travis Scott,1/15/21,USSM12100202,"1,410",39.4,"767,502,068","142,094","65,054,729",70
South of the Border (feat. Camila Cabello & Cardi B),South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,7/11/19,GBAHS1900714,"2,665",27.3,"765,374,782","69,032","29,531,913",67
SOS (feat. Aloe Blacc),SOS (feat. Aloe Blacc),Avicii,4/10/19,SE5R71900201,"3,839",21.8,"763,658,190","99,429","20,117,915",66
Chicago Freestyle (feat. Giveon),Dark Lane Demo Tapes,Drake,5/1/20,USUG12001407,"1,462",38.3,"763,384,135","200,270","32,837,352",72
Love Story (Taylorï¿½ï¿½ï¿½s Ve,Love Story (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,2/12/21,USUG12100342,"2,363",29.3,"763,292,840","71,179","60,479,422",74
Borro Cassette,Borro Cassette,Maluma,6/29/15,USSD11500124,"2,045",31.9,"761,287,318","58,967","27,208,424",76
Caroline,Caroline,Aminï¿,3/9/16,USCGH1697037,"3,802",21.9,"761,038,233","121,158","21,027,698",64
fukumean,fukumean,Gunna,6/15/23,USAT22306575,39,221.1,"759,998,727","188,142","80,392,612",80
Secreto,Secreto,Anuel AA,1/15/19,USXDR1900020,957,49.2,"759,388,276","68,502","18,835,572",65
"Let It Go - From 'Frozen'""/Soundtrack Version""",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),Idina Menzel,1/1/13,USWD11366376,374,79.5,"759,374,819","64,239","27,371,339",69
exile (feat. Bon Iver),folklore,Taylor Swift,7/24/20,USUG12002838,"3,572",22.7,"757,789,027","81,489","55,181,767",72
Love Sosa,Finally Rich (Deluxe),Chief Keef,1/1/12,USUM71214600,"3,586",22.7,"757,522,352","224,483","30,472,220",74
Desconocidos,Desconocidos,Mau y Ricky,10/12/18,USSD11800344,"2,006",32.2,"757,001,327","53,221","16,642,929",65
Hate Me (with Juice WRLD),Hate Me (with Juice WRLD),Ellie Goulding,6/26/19,GBUM71902944,"1,677",35.6,"756,657,781","127,019","21,769,100",66
Love Someone,Love Someone,Lukas Graham,9/7/18,USWB11801903,"3,674",22.4,"753,200,066","76,430","26,556,274",63
Te Vi,Los muchachos vol. 1 - EP,Piso 21,6/1/18,MXF151800454,"3,610",22.6,"752,708,868","62,653","31,913,503",70
Tal Vez,Tal Vez,Paulo Londra,4/3/19,USWL11900063,"1,350",40.3,"751,585,271","75,691","21,188,829",67
Propuesta Indecente,Caliente! Latino Hitmix 2013,Romeo Santos,1/1/13,USSD11300197,"2,266",30,"751,508,028","76,654","28,891,369",74
Strangers,Strangers,Kenya Grace,9/1/23,USWB12305048,34,233.5,"750,154,960","139,141","103,879,363",79
Hold On,Hold On,Justin Bieber,3/5/21,USUM72102322,"1,433",38.9,"749,776,475","98,447","21,788,917",65
Yo Perreo Sola,YHLQMDLG,Bad Bunny,2/29/20,QM4TX2030934,"1,036",47.1,"745,086,450","95,154","29,388,631",67
Washing Machine Heart,Be the Cowboy,Mitski,8/17/18,USJ5G1815012,"3,388",23.6,"743,015,700","133,098","31,345,611",77
Tarot,Un Verano Sin Ti,Bad Bunny,5/6/22,QM6MZ2214881,796,54.3,"742,515,730","93,128","28,604,664",73
"WHATS POPPIN (feat. DaBaby, Tory Lanez &amp; Lil Wayne) - Remix","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]",Jack Harlow,6/24/20,USAT22003620,"4,051",21.2,"742,255,774","117,293","24,138,527",62
Panini,Panini,Lil Nas X,6/20/19,USSM11903948,"1,003",47.9,"741,766,886","96,241","16,599,790",62
STARGAZING,ASTROWORLD,Travis Scott,8/3/18,USSM11806658,"3,887",21.7,"740,409,304","140,977","21,048,687",70
"How Far I''ll Go - From 'Moana'""""","How Far I''ll Go (From 'Moana'"")""",Alessia Cara,10/28/16,USWD11677601,"1,476",38.1,"740,261,910","49,852","13,088,456",58
Alone,Alone,Alan Walker,1/1/16,NOG841617010,"1,667",35.7,"738,909,649","98,916","19,195,265",70
Reggaetï¿½ï¿½n Lento (Baile,Primera Cita,CNCO,8/26/16,USSD11600135,"1,497",37.9,"738,438,810","65,613","22,623,077",67
Supalonely,STELLA & STEVE,BENEE,11/15/19,USUM71922597,845,52.8,"738,407,486","111,662","26,764,629",62
Beautiful (feat. Camila Cabello),Beautiful (feat. Camila Cabello),Bazzi,8/2/18,USAT21810504,"2,611",27.6,"737,482,160","55,335","17,510,051",66
Cradles,Cradles,Sub Urban,1/4/19,GB2LD1800949,418,75.2,"737,097,685","155,765","20,317,539",68
LA INOCENTE,Microdosis,Mora,4/1/22,QM4TX2252954,"1,461",38.4,"736,983,718","92,256","38,659,924",76
Pink Venom,Pink Venom,BLACKPINK,8/19/22,KRA402200017,266,95.6,"736,469,450","48,251","22,817,940",68
Me And My Broken Heart,Power Hits 2014,Rixton,1/1/14,USUM71401800,"3,563",22.8,"733,931,275","115,255","27,152,345",71
Plain Jane,Plain Jane,A$AP Ferg,8/4/17,USRC11701803,"2,752",26.8,"733,772,721","146,447","26,777,778",65
Knife Talk (with 21 Savage ft. Project Pat),Certified Lover Boy,Drake,9/3/21,USUG12104409,348,82.1,"732,652,170","217,189","35,225,322",72
Little Do You Know,Little Do You Know,Alex & Sierra,1/1/14,USSM11404193,"4,077",21.1,"732,651,478","76,941","29,043,662",65
Wildest Dreams (Taylor's Version),Wildest Dreams (Taylor's Version),Taylor Swift,9/17/21,USUG12103658,"3,550",22.8,"732,118,596","62,990","35,314,187",69
F.N,F.N,Lil Tjay,8/9/19,USSM11904899,461,71.7,"731,933,924","186,835","18,420,557",70
Swimming Pools (Drank),"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,1/1/12,USUM71207642,"3,227",24.2,"731,646,994","157,106","24,325,603",75
Party Girl,Party Girl,StaySolidRocky,4/21/20,USSM12002247,816,53.6,"730,440,576","115,574","16,306,099",67
Beautiful Mistakes (feat. Megan Thee Stallion),Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,3/3/21,USUM72103449,"1,362",40.2,"730,200,775","93,856","28,511,210",71
The London (feat. J. Cole & Travis Scott),The London (feat. J. Cole & Travis Scott),Young Thug,5/23/19,USAT21903320,"1,438",38.8,"729,825,680","155,380","26,351,002",62
Sofia,Sofia,Clairo,7/26/19,US4HB1900086,"2,946",25.7,"728,920,951","143,829","36,926,488",74
Chamber Of Reflection,Salad Days,Mac DeMarco,3/28/14,QMMZN1300568,"4,321",20.2,"728,140,057","201,363","35,839,296",74
Wagon Wheel,True Believers,Darius Rucker,1/1/13,USCN11200248,"2,477",28.6,"727,417,273","107,826","25,463,894",73
Noticed,Noticed,Lil Mosey,7/20/18,USUM71809565,"3,819",21.9,"727,014,998","114,135","13,562,882",65
Pure Water (with Migos),Pure Water (with Migos),Mustard,1/16/19,USUM71823137,"1,971",32.5,"726,877,512","145,514","22,684,851",66
Paradise (feat. Dermot Kennedy),Paradise,MEDUZA,10/30/20,GBUM72005075,"1,679",35.6,"726,266,033","118,990","41,567,899",64
In The Stars,In The Stars,Benson Boone,4/29/22,USWB12201574,597,61.9,"725,214,939","107,667","48,040,727",74
Party,Un Verano Sin Ti,Bad Bunny,5/6/22,QM6MZ2214885,789,54.7,"725,076,772","83,311","29,009,374",72
Normal,Normal,Feid,7/8/22,USUM72211935,804,54.1,"724,772,954","76,821","31,039,211",76
Fancy,The New Classic,Iggy Azalea,1/1/14,GBUM71400597,"1,630",36.3,"724,486,951","89,470","32,447,335",61
Miï¿½ï¿½n,Miï¿½ï¿½n,TINI,4/29/21,USHR12141512,742,56.3,"723,722,454","79,670","35,967,048",73
"Bitch, Donï¿½ï¿½ï¿½t Kill M","good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,1/1/12,USUM71210774,"4,037",21.2,"721,771,477","182,518","23,222,997",67
Columbia,Columbia,Quevedo,7/7/23,BK4DA2310533,209,105.5,"721,002,940","84,161","56,226,278",79
Your Love (9PM),Your Love (9PM),ATB,1/15/21,DECE72003523,976,48.9,"721,002,104","146,298","62,920,572",71
Baby Shark,ýýýýýýýýý ýýýýýý ýýýýýýýýýýýý,Pinkfong,12/1/15,KRE671700001,28,265.7,"720,822,868","60,945","7,530,769",71
New Baby Shark,Pinkfong & Baby Shark's Space Adventure Songs,Pinkfong,9/30/22,QMDA62210237,286,91.2,"720,822,868",13,164,17
Made You Look,Takin' It Back,Meghan Trainor,10/21/22,USSM12204574,135,129.5,"720,720,922","74,295","89,509,926",77
11:00 PM,11:11,Maluma,5/17/19,USSD11900166,"1,596",36.7,"719,602,988","64,741","26,033,088",67
Te Felicito,Te Felicito,Shakira,4/21/22,USQX92201764,392,77,"719,593,291","74,269","37,254,627",67
Talk Dirty (feat. 2 Chainz),VTM Kzoom Hits Best Of 2013,Jason Derulo,1/1/13,USWB11302648,"3,489",23.1,"718,634,962","116,033","31,380,421",65
La Difï¿½ï¿,YHLQMDLG,Bad Bunny,2/29/20,QM4TX2030889,"3,112",24.8,"718,032,755","88,205","26,808,160",68
WHERE SHE GOES,WHERE SHE GOES,Bad Bunny,5/18/23,QM6P42334528,246,98.4,"717,849,037","98,440","37,797,217",72
WHERE SHE GOES,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/23,QM6P42352188,"2,208",30.4,"717,849,037","11,199","4,402,776",
Life Goes On,BE,BTS,11/20/20,QMBZ92051791,"1,594",36.7,"717,715,448","43,805","25,129,169",70
Party Rock Anthem,Sorry For Party Rocking (Japan Version),LMFAO,1/1/11,USUM71100061,"1,609",36.6,"717,233,625","190,770","55,770,260",68
Wasted On You,Dangerous: The Double Album,Morgan Wallen,1/8/21,USUG12004194,545,65.7,"717,226,454","73,851","11,500,647",79
TE MUDASTE,EL ï¿½ï¿½LTIMO TOUR DEL M,Bad Bunny,11/27/20,QMFME2066837,"3,099",24.8,"717,202,437","80,289","19,161,838",71
La Jumpa,La Jumpa,Arcï¿½ï¿½,11/30/22,QMDA72252608,726,56.9,"716,829,483","99,063","53,041,655",68
Take You Dancing,Take You Dancing,Jason Derulo,7/22/20,USAT22004479,"1,039",47.1,"716,319,941","98,905","32,882,211",65
POPSTAR (feat. Drake),POPSTAR (feat. Drake),DJ Khaled,7/17/20,USSM12004501,"1,247",42.4,"712,664,065","165,234","35,485,186",63
Adicto (with Anuel AA & Ozuna),Adicto (with Anuel AA & Ozuna),Tainy,8/22/19,USUM71912751,871,51.7,"711,861,577","84,611","28,656,289",69
Bounce Back,Bounce Back,Big Sean,10/31/16,USUM71614503,"4,465",19.7,"711,322,702","98,581","22,063,307",61
Lavender Haze,Midnights,Taylor Swift,10/21/22,USUG12205734,"1,090",45.9,"711,138,043","42,535","28,394,531",73
End of Beginning,DECIDE,Djo,9/16/22,GBKPL2205058,918,50.5,"710,784,872","64,517","191,969,474",90
Sky,Whole Lotta Red,Playboi Carti,12/25/20,USUM72024699,"1,147",44.3,"710,319,373","209,136","30,701,216",74
OUT WEST (feat. Young Thug),JACKBOYS,JACKBOYS,12/27/19,USSM11914988,675,58.8,"709,850,383","165,912","33,706,762",70
Lucky You (feat. Joyner Lucas),Kamikaze,Eminem,8/31/18,USUM71813334,"2,944",25.7,"709,560,621","98,164","26,325,717",68
Mayores,Mayores,Becky G,7/14/17,USRC11701270,709,57.6,"709,559,454","66,677","26,417,997",66
Hola - Remix,Hola (Remix),Dalex,11/1/19,QM9WM1900166,"3,900",21.6,"708,615,717","87,957","23,915,679",64
Me Niego (feat. Ozuna & Wisin),Me Niego,Reik,2/16/18,MXF011800071,"1,814",34.2,"708,166,969","58,098","19,508,090",66
YEAH RIGHT,Yeah Right,Joji,5/8/18,USUYG1194991,"3,192",24.4,"707,551,397","148,441","20,364,177",21
After Party,Heaven Or Hell,Don Toliver,3/13/20,USAT22001223,"2,005",32.2,"706,711,575","170,468","34,103,511",69
Freestyle,Too Hard,Lil Baby,12/1/17,QZ4JX1760834,"1,735",35,"706,489,684","169,855","37,807,345",75
Superhero (Heroes & Villains),HEROES & VILLAINS,Metro Boomin,12/2/22,USUG12208783,218,104.4,"706,356,280","166,277","62,975,073",77
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),SUBEME LA RADIO,Enrique Iglesias,2/24/17,USRC11700058,"1,313",41.1,"706,158,416","87,667","24,084,151",65
Cï¿½ï¿½MO SE SIENTE - R,Como Se Siente (Remix),Jhay Cortez,5/9/20,USUM72010288,"3,190",24.4,"705,672,746","84,469","33,371,478",70
My Oh My (feat. DaBaby),Romance,Camila Cabello,12/6/19,USSM11914257,"1,218",42.9,"703,865,912","78,873","23,552,368",68
Losin Control,Losin Control,Russ,7/28/16,USSM11606199,"4,354",20.1,"703,411,626","95,048","19,980,635",66
I Love It (& Lil Pump),I Love It - Single,Kanye West,9/6/18,USUM71814031,"2,035",32,"703,089,599","126,449","21,054,860",65
idfc,Idfc,blackbear,10/26/14,TCACB1407069,"4,117",21,"703,008,289","107,737","27,795,750",65
Volando (Remix),Volando (Remix),Mora,7/8/21,QMFME2105596,"1,052",46.8,"701,919,939","105,247","22,304,375",68
DDU-DU DDU-DU,SQUARE UP,BLACKPINK,6/15/18,KRA401800096,434,74,"701,726,499","51,129","14,859,569",65
Moonlight,Moonlight,Kali Uchis,2/24/23,USUM72219486,275,93.1,"701,558,859","110,539","46,729,655",74
Good For You,Good For You,Selena Gomez,6/22/15,USUM71508741,"4,342",20.2,"701,552,110","49,025","16,106,848",60
Bandido,Bandido,Myke Towers,12/10/20,QMFME2047291,717,57.2,"700,122,551","99,936","23,605,544",68
Where Have You Been,Talk That Talk (Explicit),Rihanna,1/1/11,USUM71118074,"4,028",21.2,"699,439,249","120,535","37,264,448",69
Cheap Thrills,This Is Acting,Sia,1/29/16,USRC11600201,"1,924",33,"699,374,947","88,850","23,034,012",72
Go Crazy,Slime & B,Young Thug,5/5/20,USRC12001468,721,57,"699,336,080","126,934","20,887,762",68
Fire On Fire,Fire On Fire,Sam Smith,12/21/18,GBUM71807533,"2,900",25.9,"697,834,321","85,430","22,166,821",70
La Bicicleta,La Bicicleta,Carlos Vives,5/27/16,USSD11600112,"1,802",34.3,"697,574,595","60,309","20,351,309",69
Skyfall - Full Length,Skyfall,Adele,10/4/12,GBBKS1200164,"4,159",20.8,"694,094,195","116,469","65,565,928",78
Antidote,Antidote,Travis Scott,7/28/15,USSM11505661,"3,053",25.1,"693,552,475","148,244","28,799,004",68
Otro Trago,Sueï¿½ï,Sech,4/18/19,QM9WM1900120,"1,172",43.8,"693,061,510","73,605","21,529,712",63
Sprinter,Sprinter - Single,Dave,6/1/23,GBUM72305159,78,168.1,"692,512,930","199,828","55,464,762",78
Toxic,Faded,BoyWithUke,9/10/21,TCAFS2101442,662,59.1,"690,010,618","145,080","16,730,668",69
Mon Amour - Remix,Mon Amour (Remix),zzoilo,8/18/21,ES5702101693,"1,381",39.8,"689,939,531","101,479","31,506,074",72
Anyone,Anyone,Justin Bieber,1/1/21,USUM72023175,"1,687",35.6,"689,413,808","86,677","29,278,931",63
PERRO NEGRO,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/23,QMFME2364199,175,114.2,"689,181,455","61,138","90,492,257",83
One Step Closer,Papercuts,Linkin Park,4/12/24,USWB11201316,640,59.8,"687,919,107",91,"485,893",
Self Care,Self Care,Mac Miller,7/13/18,USWB11801215,"2,516",28.3,"687,861,392","156,992","21,060,151",70
Feel This Moment,Greatest Hits,Pitbull,1/1/09,USRC11201328,"4,243",20.5,"687,212,492","158,127","52,673,092",74
Don't Be Shy,Don't Be Shy - Single,Tiï¿½ï¿,8/12/21,CYA112000981,670,58.9,"686,371,118","95,938","62,300,199",69
Shoota (feat. Lil Uzi Vert),Die Lit,Playboi Carti,5/11/18,USUM71804149,"3,809",21.9,"686,323,132","165,691","25,912,755",70
Que Vuelvas,Que Vuelvas - Single,Carin Leon,12/9/22,QZWT32210000,314,86.1,"684,853,927","42,893","25,716,699",73
LADY GAGA,LADY GAGA,Peso Pluma,6/22/23,QM7282306246,212,105.2,"684,204,777","48,370","25,130,304",78
El Azul,El Azul - Single,Junior H,2/10/23,QZ9QQ2300115,"1,206",43.1,"684,103,586","42,304","22,784,674",76
Bad Things (with Camila Cabello),Bad Things,mgk,10/14/16,USUM71609854,"3,226",24.2,"683,966,195","70,054","13,629,016",65
Teeth,Teeth,5 Seconds of Summer,8/21/19,USUG11902528,"2,315",29.7,"683,247,723","103,554","18,582,680",71
Too Many Nights (feat. Don Toliver & with Future),HEROES & VILLAINS,Metro Boomin,12/2/22,USUG12208784,269,94.5,"682,837,690","155,771","28,629,209",80
my ex's best friend (with blackbear),my ex's best friend (with blackbear),mgk,8/7/20,USUM72014730,"2,042",31.9,"682,383,223","115,706","17,572,847",68
Legends,Legends,Juice WRLD,6/22/18,USUG11801263,"1,166",44,"681,282,854","118,639","18,809,173",63
Doin' Time,Norman Fucking Rockwell!,Lana Del Rey,8/30/19,GBUM71903894,"4,496",19.6,"680,707,791","87,833","27,581,024",74
Stir Fry,Stir Fry,Migos,12/20/17,USUM71714081,"4,033",21.2,"680,431,508","107,585","23,414,054",68
Downtown,Downtown,Anitta,11/19/17,BRWMB0700761,"3,279",24,"678,928,131","57,167","19,566,520",72
ORANGE SODA,ORANGE SODA,Baby Keem,7/16/19,QM6N21900076,"2,745",26.8,"676,690,653","183,862","33,470,385",73
Doja,Doja,Central Cee,7/21/22,ZZOPM2237319,360,80.5,"676,519,766","192,241","57,503,569",74
Here With Me,Here With Me,Marshmello,3/8/19,USUG11900610,"3,564",22.8,"676,451,716","70,317","19,641,164",66
Alors on danse,Clubland Vol. 5,Stromae,1/1/09,FRUM70902424,"4,315",20.2,"676,325,288","186,415","35,955,155",72
YKWIM?,Bipolar,Yot Club,5/31/19,CAGOO1966522,"2,681",27.2,"675,984,633","147,651","25,369,800",75
Standing Next to You,GOLDEN,Jung Kook,11/3/23,USA2P2348391,321,85.5,"675,865,902","23,181","58,344,509",85
Permission to Dance,Butter / Permission to Dance,BTS,7/9/21,QMFME2102684,728,56.8,"675,763,141","43,682","27,994,315",68
OMG,NewJeans 'OMG',NewJeans,1/2/23,USA2P2251723,632,60.5,"675,591,495","53,019","18,823,180",75
Sprinter,25th Birthda,Central ce,6/6/23,AEA2M2372385,"4,729",20.2,"675,375,297",12,254,
"...And to Those I Love, Thanks for Sticking Around",STOP STARING AT THE SHADOWS,$uicideboy$,2/14/20,QZAPK1900020,"1,709",35.3,"675,082,623","167,727","15,198,984",73
Gata Only,Gata Only,FloyyMenor,2/2/24,QZL382406049,8,375.8,"675,079,153","40,094","211,236,940",92
AMG,AMG,Natanael Cano,11/24/22,QZ9QQ2200105,715,57.3,"674,025,091","51,522","21,663,790",70
La Jeepeta - Remix,La Jeepeta (Remix),Nio Garcia,4/24/20,QM6MZ2057011,"3,625",22.5,"672,449,007","89,441","25,654,350",64
I'm a Mess,I'm a Mess,Bebe Rexha,6/15/18,USWB11800739,"1,987",32.3,"671,869,078","64,411","10,816,170",65
Ignorantes,Ignorantes,Bad Bunny,2/14/20,QM4TW2090210,"2,618",27.6,"671,572,185","88,857","22,055,975",62
Borderline,The Slow Rush,Tame Impala,2/14/20,AUUM71900956,"2,380",29.2,"671,310,199","156,377","27,309,112",76
Lovin On Me,Lovin On Me,Jack Harlow,11/10/23,USAT22311371,6,410.1,"670,665,438","105,892","175,421,034",83
Water,Water,Tyla,7/28/23,USSM12305126,33,234.6,"670,376,179","98,450","150,471,020",83
